"SalePrice","OverallQual","GrLivArea","GarageCars","GarageArea","TotalBsmtSF","YearBuilt","FullBath","BedroomAbvGr","LotArea","Neighborhood"
232000,7,1616,3,834,1616,2005,2,3,8688,"Somerst"
130000,7,1708,2,380,976,2004,2,3,3363,"Edwards"
325000,9,1652,2,840,1652,2006,2,2,13173,"NridgHt"
202500,7,1368,2,474,1368,2005,2,2,6955,"NridgHt"
138000,5,990,2,480,990,1994,1,3,8072,"CollgCr"
147000,5,1122,2,528,924,1948,1,2,12000,"OldTown"
179200,6,1294,2,496,1278,1991,2,3,7153,"SawyerW"
335000,7,1902,2,567,1902,1959,2,3,17500,"Crawfor"
203000,7,1274,2,508,1274,2005,2,3,8814,"CollgCr"
302000,8,2810,2,750,1453,1990,2,4,9572,"NoRidge"
333168,9,2599,3,779,1393,1999,2,4,14774,"NoRidge"
119000,4,948,1,280,948,1954,1,3,8190,"Edwards"
206900,6,2112,2,576,952,1969,2,4,11075,"NAmes"
295493,8,1630,3,860,1622,2008,2,3,10226,"CollgCr"
208900,7,1352,2,466,1352,2006,2,2,4230,"Somerst"
275000,8,1787,3,748,1753,2001,2,3,14781,"CollgCr"
111000,4,948,1,248,864,1954,1,3,10215,"Edwards"
156500,6,1478,2,442,1478,1957,1,3,8400,"NAmes"
72500,3,720,1,287,0,1949,1,2,6627,"BrkSide"
190000,7,1923,2,564,750,1992,2,3,10186,"NoRidge"
82500,4,708,0,0,420,1940,1,2,5330,"BrkSide"
147000,8,1795,3,895,1795,2006,2,2,9986,"Somerst"
55000,4,796,0,0,796,1922,1,2,3636,"IDOTRR"
79000,3,774,0,0,544,1931,1,3,4270,"Edwards"
130500,5,816,1,264,816,1982,1,3,6600,"Mitchel"
256000,6,2792,2,520,1510,1920,2,5,10440,"OldTown"
176500,7,1632,2,462,935,1998,2,3,9084,"Gilbert"
227000,8,1588,3,825,1588,2006,2,3,10000,"Somerst"
132500,5,954,2,576,911,1976,1,3,10780,"CollgCr"
100000,4,816,1,288,816,1938,1,2,8877,"Edwards"
125500,5,1360,1,297,803,1938,1,2,7200,"IDOTRR"
125000,5,1365,2,440,765,1970,1,3,2368,"BrDale"
167900,6,1334,2,630,1350,1977,2,2,9650,"NWAmes"
135000,5,1656,2,506,1656,1973,2,4,9246,"NWAmes"
52500,4,693,0,0,693,1941,1,2,4118,"OldTown"
200000,7,1861,2,492,916,2002,2,3,13450,"CollgCr"
128500,5,864,1,288,864,1972,1,3,9560,"CollgCr"
123000,4,872,4,480,858,1971,1,3,8294,"NAmes"
155000,6,1114,2,576,1114,2003,1,3,13695,"SawyerW"
228500,8,2169,2,647,1284,2002,2,3,9375,"CollgCr"
177000,6,1913,2,342,896,1928,1,3,7558,"Crawfor"
155835,7,1456,2,440,728,2006,2,3,11103,"CollgCr"
108500,4,960,1,308,960,1920,1,2,6000,"OldTown"
262500,7,2156,2,508,1568,1968,2,3,20781,"NWAmes"
283463,8,1776,3,712,1732,2006,2,3,15306,"Timber"
215000,7,1494,2,514,1482,1998,2,3,16196,"SawyerW"
122000,8,2358,0,0,684,1872,2,4,5250,"OldTown"
200000,5,2634,4,968,1248,1969,2,6,11643,"NAmes"
171000,6,1716,2,490,858,1962,1,4,9247,"NAmes"
134900,6,1176,2,624,698,1937,1,2,6000,"BrkSide"
410000,8,3238,3,666,2033,1995,2,4,14720,"NoRidge"
235000,7,1865,3,839,992,2000,2,3,10316,"CollgCr"
170000,7,1920,2,487,570,1968,3,4,10192,"NWAmes"
110000,5,892,1,264,864,1966,1,3,9477,"NAmes"
149900,5,1078,2,500,1078,1971,1,3,12537,"NAmes"
177500,6,1573,2,440,756,2000,2,3,2117,"Somerst"
315000,9,1980,3,770,1980,2004,2,3,16737,"NridgHt"
189000,5,2601,2,621,612,1921,3,4,9842,"SWISU"
260000,7,1530,2,430,1530,2005,2,3,16158,"StoneBr"
104900,4,1738,1,368,715,1920,2,4,12513,"NAmes"
156932,6,1412,2,432,616,2006,2,3,8499,"Gilbert"
144152,7,1200,2,480,600,2005,2,2,3180,"Somerst"
216000,7,1674,2,663,814,2000,2,3,7500,"Somerst"
193000,7,1790,2,588,873,1999,2,3,9179,"CollgCr"
127000,5,1475,1,336,757,1977,2,4,2665,"MeadowV"
144000,6,848,2,420,848,2003,1,1,4435,"CollgCr"
232000,8,1668,2,502,1657,2003,2,3,10635,"CollgCr"
105000,4,1374,1,338,840,1920,1,2,5400,"OldTown"
165500,6,1661,1,377,992,1955,1,3,9600,"NAmes"
274300,7,2097,2,583,1108,1998,2,3,9750,"CollgCr"
466500,10,2633,3,804,2633,2001,2,2,11400,"NoRidge"
250000,7,1958,3,936,1026,2005,2,3,10625,"Somerst"
239000,8,1571,3,722,1571,2007,2,3,10991,"Timber"
91000,6,790,1,160,768,1930,1,2,6292,"SWISU"
117000,5,1604,2,660,984,1941,2,3,10998,"Edwards"
83000,6,987,1,264,483,1973,1,2,1953,"BrDale"
167500,5,1394,2,400,384,2006,2,3,9735,"Timber"
58500,3,864,1,200,864,1914,1,2,8212,"Edwards"
237500,6,2117,2,550,1205,1970,2,4,12925,"NAmes"
157000,7,1762,2,576,596,1920,1,4,7200,"OldTown"
112000,5,1416,2,576,816,1918,2,3,25339,"Sawyer"
105000,6,1258,1,280,560,1939,1,2,9060,"Edwards"
125500,4,1154,1,240,796,1922,1,3,5436,"IDOTRR"
250000,7,2784,2,564,1392,1978,3,5,16692,"NWAmes"
136000,6,2526,1,216,714,1916,2,5,8520,"OldTown"
377500,9,1746,3,758,1746,2006,2,3,14892,"Gilbert"
131000,6,1218,2,440,735,1941,1,3,6000,"BrkSide"
235000,7,1525,2,541,1525,2000,2,3,9100,"CollgCr"
124000,5,1584,3,792,1584,1967,2,4,8944,"NAmes"
123000,5,900,1,288,864,1967,1,3,7838,"NAmes"
163000,6,1912,2,672,482,1905,2,3,10800,"OldTown"
246578,7,1500,3,648,1356,2006,2,2,4045,"Blmngtn"
281213,8,2482,3,642,1094,2005,2,4,12665,"Timber"
160000,5,1687,2,572,747,1948,1,3,57200,"Timber"
137500,5,1513,1,180,939,1920,1,4,6120,"BrkSide"
138000,5,1904,1,240,1208,1950,1,3,7200,"NAmes"
137450,6,1608,1,216,976,1925,2,3,6171,"SWISU"
120000,6,1158,1,208,862,1929,1,3,6000,"BrkSide"
193000,6,1593,2,398,839,2004,2,3,7415,"Gilbert"
193879,7,1294,2,662,1286,2006,2,2,6762,"CollgCr"
282922,8,1464,3,754,1485,2007,2,3,15256,"Somerst"
105000,3,1214,3,936,672,1915,1,3,10410,"OldTown"
275000,8,1646,2,482,1594,2004,2,2,3842,"Crawfor"
133000,5,768,2,396,768,1972,1,2,8445,"CollgCr"
112000,5,833,0,0,833,1985,1,3,8780,"Mitchel"
125500,4,1363,2,528,622,1910,1,3,7740,"OldTown"
215000,7,2093,2,542,791,1986,2,3,20544,"NWAmes"
230000,7,1840,2,622,944,2001,2,3,12420,"CollgCr"
140000,6,1668,1,271,856,1950,1,3,9600,"NAmes"
90000,4,1040,2,420,0,1949,2,2,7200,"NAmes"
257000,8,1844,2,620,1844,2005,2,2,10994,"SawyerW"
207000,6,1848,2,370,833,1923,1,4,13053,"BrkSide"
175900,7,1569,3,660,1386,2007,2,1,3635,"Blmngtn"
122500,4,2290,2,560,777,1885,2,4,11340,"OldTown"
340000,8,2450,3,1069,1284,1998,2,3,16545,"NoRidge"
124000,5,1144,1,336,1144,1963,1,3,9204,"NAmes"
223000,6,1844,2,540,1844,1969,2,3,16381,"Crawfor"
179900,6,1416,2,776,708,1968,2,3,11700,"NWAmes"
127500,6,1069,2,440,1069,1977,2,2,4043,"NPkVill"
136500,6,848,2,420,848,2003,1,1,4435,"CollgCr"
274970,6,2201,2,432,697,1966,2,4,19690,"Edwards"
144000,5,1344,1,484,1024,1958,1,2,9503,"NAmes"
142000,6,1252,2,528,1252,1959,1,3,10721,"NAmes"
271000,7,2127,2,525,1223,1994,2,3,10944,"NoRidge"
140000,5,1558,1,288,913,1945,1,3,10930,"NAmes"
119000,5,804,1,240,788,1940,1,2,7200,"OldTown"
182900,6,1440,2,467,1440,1981,2,3,12546,"NWAmes"
192140,5,1838,2,372,732,2005,2,4,21930,"Gilbert"
143750,6,958,2,440,958,1976,2,2,4928,"NPkVill"
64500,4,968,1,216,656,1927,2,4,10800,"OldTown"
186500,6,1792,2,451,936,2000,2,3,10261,"Gilbert"
160000,5,1126,2,484,1126,1977,2,3,17400,"Mitchel"
174000,6,1537,2,462,1319,1962,1,3,8400,"NAmes"
120500,4,864,2,528,864,1971,1,3,9000,"NAmes"
394617,8,1932,3,774,1932,2008,2,2,12444,"NridgHt"
149700,6,1236,2,923,912,1957,1,2,7407,"OldTown"
197000,7,1725,2,550,539,1979,2,3,11584,"NWAmes"
191000,6,2555,2,672,588,1922,2,3,11526,"Crawfor"
149300,6,848,2,420,848,2004,1,1,4426,"CollgCr"
310000,10,2007,3,812,1017,2008,2,3,11003,"Somerst"
121000,6,952,1,192,952,1916,1,2,8854,"BrkSide"
179600,7,1422,2,626,1422,2004,2,3,8500,"CollgCr"
129000,6,913,1,240,814,1966,1,3,8400,"Sawyer"
157900,5,1188,1,312,1188,1962,1,3,26142,"Mitchel"
240000,8,2090,2,556,1220,1995,2,3,10000,"CollgCr"
112000,4,1346,1,384,560,1910,1,2,11767,"Edwards"
92000,5,630,0,0,630,1970,1,1,1533,"MeadowV"
136000,5,1792,0,0,896,1974,2,4,9000,"NAmes"
287090,8,1578,3,840,1573,2008,2,3,9262,"Somerst"
145000,5,1072,2,525,547,2005,1,2,3675,"Edwards"
84500,5,1140,0,0,1140,2006,1,3,17217,"Mitchel"
185000,7,1221,2,400,1221,2004,2,2,7500,"Somerst"
175000,6,1647,2,460,953,1999,2,3,7917,"Gilbert"
210000,6,2073,2,500,1542,1978,2,3,13175,"NWAmes"
266500,7,2340,1,252,1152,1941,2,4,9042,"Crawfor"
142125,5,1078,1,240,1078,1950,1,2,9717,"NAmes"
147500,5,1256,1,276,1256,1965,1,3,9937,"Edwards"
